,business_id,stars,positive_count,negative_count,sentiment_score_%,keyword,group
66,RNzhLU8zy1L5dBkjRK4xEA,3.5,22,0,100.0,drink,drink
67,RzgQioExrGZDkY3vNuziOQ,4.0,8,1,88.88888888888889,drink,drink
68,S8saWaZlToeNoloR2fMrAQ,4.5,3,0,100.0,drink,drink
69,SZU9c8V2GuREDN5KgyHFJw,4.0,18,1,94.73684210526316,drink,drink
70,SeneXbKmhHhPtzyTDPDnvA,4.0,1,1,50.0,drink,drink
71,Sp4HOjXy-LYV_4yy10L3jg,4.5,8,0,100.0,drink,drink
72,Ss6f5v_t5Vddiaz4ZOxL0g,4.0,9,3,75.0,drink,drink
73,U3grYFIeu6RgAAQgdriHww,4.0,96,2,97.95918367346938,drink,drink
74,UA3HxLprLSOO9J6l1iR2Cg,3.5,0,0,100.0,drink,drink
75,UBK6zb5-XUETfVzYkRTj1Q,4.5,20,0,100.0,drink,drink
76,USVks6B2Xkf0WLmLIiXqMA,3.5,51,0,100.0,drink,drink
77,V0RzUzlEUc279ZQ6eJ5nzw,2.0,0,0,100.0,drink,drink
78,VJKpVv_l1g943WK6fxwZKQ,3.5,5,0,100.0,drink,drink
79,VfH9vj-kkAiAwvKYCKzQ0g,3.0,0,0,100.0,drink,drink
80,Vg0oTgDyRwi73D5zRywrlg,4.0,0,0,100.0,drink,drink
81,Y0izXh4Dv1_YU68tn43Xiw,4.5,12,0,100.0,drink,drink
