"","stars","word","n"
"1235","5","high",4
"1236","5","staff",4
"1237","5","sunday",4
"1238","5","time",4
"1239","5","wednesday",4
"1240","2.5","3",3
"1241","2.5","4",3
"1242","2.5","cadillac",3
"1243","2.5","half",3
"1244","2.5","leav",3
"1245","2.5","price",3
"1246","2.5","star",3
"1247","3","love",3
"1248","3","servic",3
"1249","3.5","1",3
"1250","3.5","absolut",3
"1251","3.5","accept",3
"1252","3.5","ad",3
"1253","3.5","ambianc",3
"1254","3.5","artichok",3
"1255","3.5","basil",3
"1256","3.5","beauti",3
"1257","3.5","benedict",3
"1258","3.5","birthday",3
"1259","3.5","bun",3
"1260","3.5","butter",3
"1261","3.5","cake",3
"1262","3.5","california",3
"1263","3.5","carpinteria",3
"1264","3.5","charm",3
"1265","3.5","chile",3
"1266","3.5","chocol",3
"1267","3.5","coconut",3
"1268","3.5","come",3
"1269","3.5","cozi",3
"1270","3.5","date",3
"1271","3.5","draft",3
"1272","3.5","dri",3
"1273","3.5","duck",3
"1274","3.5","easili",3
"1275","3.5","experi",3
"1276","3.5","fabul",3
"1277","3.5","famili",3
"1278","3.5","fast",3
"1279","3.5","fire",3
"1280","3.5","friday",3
"1281","3.5","game",3
"1282","3.5","gem",3
"1283","3.5","guacamol",3
"1284","3.5","guy",3
"1285","3.5","high",3
"1286","3.5","honeysuckl",3
"1287","3.5","hopp",3
"1288","3.5","hostess",3
"1289","3.5","hungri",3
"1290","3.5","incred",3
"1291","3.5","light",3
"1292","3.5","mari",3
"1293","3.5","martiniqu",3
"1294","3.5","mediocr",3
"1295","3.5","min",3
"1296","3.5","montecito",3
"1297","3.5","month",3
"1298","3.5","orang",3
"1299","3.5","overpr",3
"1300","3.5","pale",3
"1301","3.5","par",3
"1302","3.5","parti",3
"1303","3.5","pasta",3
"1304","3.5","pesto",3
"1305","3.5","play",3
"1306","3.5","pork",3
"1307","3.5","pot",3
"1308","3.5","pricey",3
"1309","3.5","proper",3
"1310","3.5","ramon",3
"1311","3.5","red",3
"1312","3.5","request",3
"1313","3.5","rice",3
"1314","3.5","saturday",3
"1315","3.5","sauvignon",3
"1316","3.5","save",3
"1317","3.5","savori",3
"1318","3.5","shit",3
"1319","3.5","short",3
"1320","3.5","smash",3
"1321","3.5","specialti",3
"1322","3.5","st",3
"1323","3.5","student",3
"1324","3.5","style",3
"1325","3.5","tamal",3
"1326","3.5","tequila",3
"1327","3.5","tofu",3
"1328","3.5","top",3
"1329","3.5","train",3
"1330","3.5","underground",3
"1331","3.5","waiter",3
"1332","3.5","water",3
"1333","3.5","wheat",3
"1334","3.5","white",3
"1335","3.5","wow",3
"1336","3.5","yeah",3
"1337","3.5","yelp",3
"1338","4","100",3
"1339","4","14",3
"1340","4","27",3
"1341","4","advantag",3
"1342","4","aka",3
"1343","4","american",3
"1344","4","anni",3
"1345","4","arturo",3
"1346","4","averag",3
"1347","4","balsam",3
"1348","4","base",3
"1349","4","bay",3
"1350","4","beef",3
"1351","4","belgian",3
"1352","4","belli",3
"1353","4","bench",3
"1354","4","biscuit",3
"1355","4","black",3
"1356","4","blanc",3
"1357","4","bland",3
"1358","4","blow",3
"1359","4","bone",3
"1360","4","bore",3
"1361","4","bother",3
"1362","4","braut",3
"1363","4","broth",3
"1364","4","brown",3
"1365","4","cab",3
"1366","4","cafe",3
"1367","4","california",3
"1368","4","calm",3
"1369","4","capac",3
"1370","4","cat",3
"1371","4","cheap",3
"1372","4","cheer",3
"1373","4","chunk",3
"1374","4","cl",3
"1375","4","cobb",3
"1376","4","cole",3
"1377","4","coleslaw",3
"1378","4","comfort",3
"1379","4","complement",3
"1380","4","consist",3
"1381","4","cora",3
"1382","4","cork",3
"1383","4","corkag",3
"1384","4","cornhol",3
"1385","4","cost",3
"1386","4","creativ",3
"1387","4","creme",3
"1388","4","croissant",3
"1389","4","cucumb",3
"1390","4","cuisin",3
"1391","4","damn",3
"1392","4","decid",3
"1393","4","deliv",3
"1394","4","desert",3
"1395","4","dive",3
"1396","4","divin",3
"1397","4","dont",3
"1398","4","doubl",3
"1399","4","dream",3
"1400","4","empti",3
"1401","4","entertain",3
"1402","4","epic",3
"1403","4","ertugrul",3
"1404","4","everyday",3
"1405","4","fajita",3
"1406","4","farmer",3
"1407","4","fashion",3
"1408","4","fave",3
"1409","4","featur",3
"1410","4","fiesta",3
"1411","4","final",3
"1412","4","finish",3
"1413","4","flavorless",3
"1414","4","floor",3
"1415","4","foot",3
"1416","4","footbal",3
"1417","4","forget",3
"1418","4","forgot",3
"1419","4","girlfriend",3
"1420","4","goleta",3
"1421","4","guess",3
"1422","4","heater",3
"1423","4","heavi",3
"1424","4","hood",3
"1425","4","hook",3
"1426","4","hop",3
"1427","4","hr",3
"1428","4","includ",3
"1429","4","inexpens",3
"1430","4","ipa",3
"1431","4","iron",3
"1432","4","juic",3
"1433","4","juici",3
"1434","4","karaok",3
"1435","4","ketchup",3
"1436","4","key",3
"1437","4","kinda",3
"1438","4","lie",3
"1439","4","liter",3
"1440","4","lol",3
"1441","4","look",3
"1442","4","lover",3
"1443","4","luck",3
"1444","4","mai",3
"1445","4","mapl",3
"1446","4","marmalad",3
"1447","4","matter",3
"1448","4","meatbal",3
"1449","4","mesa",3
"1450","4","metal",3
"1451","4","mi",3
"1452","4","milk",3
"1453","4","mind",3
"1454","4","mon",3
"1455","4","mountain",3
"1456","4","normal",3
"1457","4","nuff",3
"1458","4","occas",3
"1459","4","overpr",3
"1460","4","pace",3
"1461","4","panoram",3
"1462","4","par",3
"1463","4","past",3
"1464","4","patata",3
"1465","4","patron",3
"1466","4","patti",3
"1467","4","picatta",3
"1468","4","picnic",3
"1469","4","pictur",3
"1470","4","pie",3
"1471","4","plan",3
"1472","4","pool",3
"1473","4","poor",3
"1474","4","possibl",3
"1475","4","ppl",3
"1476","4","prime",3
"1477","4","pumpkin",3
"1478","4","pure",3
"1479","4","quaint",3
"1480","4","rabbit",3
"1481","4","rack",3
"1482","4","ramen",3
"1483","4","rang",3
"1484","4","rare",3
"1485","4","receiv",3
"1486","4","relleno",3
"1487","4","rose",3
"1488","4","salti",3
"1489","4","sampl",3
"1490","4","scene",3
"1491","4","sceneri",3
"1492","4","scone",3
"1493","4","scrumptious",3
"1494","4","sear",3
"1495","4","separ",3
"1496","4","sf",3
"1497","4","simpl",3
"1498","4","simpli",3
"1499","4","sip",3
"1500","4","slaw",3
"1501","4","slider",3
"1502","4","smell",3
"1503","4","socal",3
"1504","4","solvang",3
"1505","4","sooo",3
"1506","4","soooo",3
"1507","4","sourdough",3
"1508","4","sparkl",3
"1509","4","spectacular",3
"1510","4","spider",3
"1511","4","starter",3
"1512","4","station",3
"1513","4","stiff",3
"1514","4","summer",3
"1515","4","sunni",3
"1516","4","tai",3
"1517","4","tall",3
"1518","4","tangerin",3
"1519","4","tater",3
"1520","4","thin",3
"1521","4","tommi",3
"1522","4","tortilla",3
"1523","4","tour",3
"1524","4","touristi",3
"1525","4","tradit",3
"1526","4","tue",3
"1527","4","valentin",3
"1528","4","vanilla",3
"1529","4","varieti",3
"1530","4","veal",3
"1531","4","vista",3
"1532","4","wall",3
"1533","4","weak",3
"1534","4","wear",3
"1535","4","wed",3
"1536","4","wednesday",3
"1537","4","welcom",3
"1538","4","wheat",3
"1539","4","wick",3
"1540","4","woman",3
"1541","4","wrap",3
"1542","4","ya",3
"1543","4","yeah",3
"1544","4","yelper",3
"1545","4.5","100",3
"1546","4.5","2012",3
"1547","4.5","50",3
"1548","4.5","6pm",3
"1549","4.5","add",3
"1550","4.5","ador",3
"1551","4.5","afternoon",3
"1552","4.5","allow",3
"1553","4.5","amanda",3
"1554","4.5","anymor",3
"1555","4.5","app",3
"1556","4.5","attitud",3
"1557","4.5","axxess",3
"1558","4.5","bacara",3
"1559","4.5","bass",3
"1560","4.5","bathroom",3
"1561","4.5","bear",3
"1562","4.5","belli",3
"1563","4.5","ben",3
"1564","4.5","bowl",3
"1565","4.5","brew",3
"1566","4.5","buck",3
"1567","4.5","build",3
"1568","4.5","butteri",3
"1569","4.5","card",3
"1570","4.5","carr",3
"1571","4.5","casual",3
"1572","4.5","chad",3
"1573","4.5","charg",3
"1574","4.5","cheek",3
"1575","4.5","choos",3
"1576","4.5","chris",3
"1577","4.5","complet",3
"1578","4.5","corkag",3
"1579","4.5","craft",3
"1580","4.5","cream",3
"1581","4.5","cultur",3
"1582","4.5","decent",3
"1583","4.5","deck",3
"1584","4.5","delish",3
"1585","4.5","deliv",3
"1586","4.5","deserv",3
"1587","4.5","downtown",3
"1588","4.5","drove",3
"1589","4.5","due",3
"1590","4.5","entranc",3
"1591","4.5","espresso",3
"1592","4.5","extra",3
"1593","4.5","extrem",3
"1594","4.5","fast",3
"1595","4.5","finish",3
"1596","4.5","foie",3
"1597","4.5","garlic",3
"1598","4.5","gem",3
"1599","4.5","girl",3
"1600","4.5","gotta",3
"1601","4.5","guess",3
"1602","4.5","hangout",3
"1603","4.5","heart",3
"1604","4.5","heat",3
"1605","4.5","heaven",3
"1606","4.5","heirloom",3
"1607","4.5","hill",3
"1608","4.5","hip",3
"1609","4.5","honest",3
"1610","4.5","hope",3
"1611","4.5","hotel",3
"1612","4.5","huge",3
"1613","4.5","insid",3
"1614","4.5","jason",3
"1615","4.5","karaok",3
"1616","4.5","key",3
"1617","4.5","killer",3
"1618","4.5","laid",3
"1619","4.5","lark",3
"1620","4.5","lime",3
"1621","4.5","lol",3
"1622","4.5","low",3
"1623","4.5","luck",3
"1624","4.5","main",3
"1625","4.5","mule",3
"1626","4.5","noir",3
"1627","4.5","note",3
"1628","4.5","oak",3
"1629","4.5","overpr",3
"1630","4.5","paella",3
"1631","4.5","pay",3
"1632","4.5","picnic",3
"1633","4.5","pleasant",3
"1634","4.5","plenti",3
"1635","4.5","prepar",3
"1636","4.5","pretti",3
"1637","4.5","prici",3
"1638","4.5","privat",3
"1639","4.5","quick",3
"1640","4.5","readi",3
"1641","4.5","request",3
"1642","4.5","rice",3
"1643","4.5","rosé",3
"1644","4.5","sanduich",3
"1645","4.5","sauc",3
"1646","4.5","save",3
"1647","4.5","sceneri",3
"1648","4.5","shade",3
"1649","4.5","short",3
"1650","4.5","simpl",3
"1651","4.5","smell",3
"1652","4.5","soft",3
"1653","4.5","starter",3
"1654","4.5","stellar",3
"1655","4.5","straw",3
"1656","4.5","superb",3
"1657","4.5","talk",3
"1658","4.5","theme",3
"1659","4.5","tho",3
"1660","4.5","tiki",3
"1661","4.5","tip",3
"1662","4.5","tostada",3
"1663","4.5","trip",3
"1664","4.5","trout",3
"1665","4.5","tuna",3
"1666","4.5","veggi",3
"1667","4.5","wednesday",3
"1668","4.5","westsid",3
"1669","4.5","wide",3
"1670","4.5","zooker",3
"1671","5","6",3
"1672","5","ambianc",3
"1673","5","cheer",3
"1674","5","close",3
"1675","5","favorit",3
"1676","5","hidden",3
"1677","5","hour",3
"1678","5","monday",3
"1679","5","park",3
"1680","5","peopl",3
"1681","5","quiet",3
"1682","5","relax",3
"1683","5","saturday",3
"1684","5","social",3
"1685","5","super",3
"1686","2.5","1.50",2
"1687","2.5","6",2
"1688","2.5","60",2
"1689","2.5","8pm",2
"1690","2.5","99",2
"1691","2.5","amaz",2
"1692","2.5","awesom",2
"1693","2.5","bartend",2
"1694","2.5","beat",2
"1695","2.5","close",2
"1696","2.5","cold",2
"1697","2.5","decid",2
"1698","2.5","deliv",2
"1699","2.5","drink",2
"1700","2.5","empti",2
"1701","2.5","mahi",2
"1702","2.5","min",2
"1703","2.5","minut",2
"1704","2.5","server",2
"1705","2.5","sister",2
"1706","2.5","tabl",2
"1707","3","awesom",2
"1708","3","beer",2
"1709","3","chang",2
"1710","3","choos",2
"1711","3","friend",2
"1712","3","situat",2
"1713","3","terribl",2
"1714","3","vendor",2
"1715","3.5","11",2
"1716","3.5","15",2
"1717","3.5","17",2
"1718","3.5","21",2
"1719","3.5","30pm",2
"1720","3.5","6pm",2
"1721","3.5","8",2
"1722","3.5","9",2
"1723","3.5","act",2
"1724","3.5","afford",2
"1725","3.5","afternoon",2
"1726","3.5","almond",2
"1727","3.5","angelo",2
"1728","3.5","arcada",2
"1729","3.5","art",2
"1730","3.5","asparagus",2
"1731","3.5","axxess",2
"1732","3.5","banana",2
"1733","3.5","basic",2
"1734","3.5","bathroom",2
"1735","3.5","beet",2
"1736","3.5","bit",2
"1737","3.5","blackberri",2
"1738","3.5","block",2
"1739","3.5","blond",2
"1740","3.5","blue",2
"1741","3.5","board",2
"1742","3.5","bother",2
"1743","3.5","bottomless",2
"1744","3.5","bowl",2
"1745","3.5","brew",2
"1746","3.5","brittani",2
"1747","3.5","broth",2
"1748","3.5","brown",2
"1749","3.5","bucatini",2
"1750","3.5","buy",2
"1751","3.5","cabernet",2
"1752","3.5","calamari",2
"1753","3.5","canal",2
"1754","3.5","candi",2
"1755","3.5","car",2
"1756","3.5","care",2
"1757","3.5","carpaccio",2
"1758","3.5","casual",2
"1759","3.5","celtic",2
"1760","3.5","chair",2
"1761","3.5","chardonnay",2
"1762","3.5","cheddar",2
"1763","3.5","choos",2
"1764","3.5","chow",2
"1765","3.5","chowder",2
"1766","3.5","claudia",2
"1767","3.5","claw",2
"1768","3.5","client",2
"1769","3.5","coffe",2
"1770","3.5","combin",2
"1771","3.5","cornbread",2
"1772","3.5","coupl",2
"1773","3.5","cours",2
"1774","3.5","cover",2
"1775","3.5","craft",2
"1776","3.5","crap",2
"1777","3.5","crape",2
"1778","3.5","crazi",2
"1779","3.5","creme",2
"1780","3.5","crêpes",2
"1781","3.5","cucumb",2
"1782","3.5","cultur",2
"1783","3.5","curd",2
"1784","3.5","daiquiri",2
"1785","3.5","damn",2
"1786","3.5","darn",2
"1787","3.5","decor",2
"1788","3.5","delight",2
"1789","3.5","delish",2
"1790","3.5","die",2
"1791","3.5","dine",2
"1792","3.5","diver",2
"1793","3.5","divin",2
"1794","3.5","dollar",2
"1795","3.5","dont",2
"1796","3.5","drop",2
"1797","3.5","dude",2
"1798","3.5","dumpl",2
"1799","3.5","empti",2
"1800","3.5","eric",2
"1801","3.5","european",2
"1802","3.5","except",2
"1803","3.5","excit",2
"1804","3.5","expens",2
"1805","3.5","express",2
"1806","3.5","extrem",2
"1807","3.5","fare",2
"1808","3.5","favor",2
"1809","3.5","feast",2
"1810","3.5","festiv",2
"1811","3.5","filet",2
"1812","3.5","fireston",2
"1813","3.5","fix",2
"1814","3.5","fountain",2
"1815","3.5","freshest",2
"1816","3.5","front",2
"1817","3.5","funk",2
"1818","3.5","fyi",2
"1819","3.5","goat",2
"1820","3.5","good",2
"1821","3.5","grapefruit",2
"1822","3.5","green",2
"1823","3.5","grill",2
"1824","3.5","guac",2
"1825","3.5","guava",2
"1826","3.5","guest",2
"1827","3.5","hamachi",2
"1828","3.5","healthi",2
"1829","3.5","heaven",2
"1830","3.5","hh",2
"1831","3.5","hood",2
"1832","3.5","horribl",2
"1833","3.5","host",2
"1834","3.5","hot",2
"1835","3.5","huevo",2
"1836","3.5","impress",2
"1837","3.5","indian",2
"1838","3.5","indoor",2
"1839","3.5","inform",2
"1840","3.5","intim",2
"1841","3.5","ipa",2
"1842","3.5","jack",2
"1843","3.5","jason",2
"1844","3.5","job",2
"1845","3.5","koko",2
"1846","3.5","lamb",2
"1847","3.5","ling",2
"1848","3.5","lune",2
"1849","3.5","make",2
"1850","3.5","meet",2
"1851","3.5","meh",2
"1852","3.5","mein",2
"1853","3.5","mention",2
"1854","3.5","miss",2
"1855","3.5","mmm",2
"1856","3.5","mojado",2
"1857","3.5","mole",2
"1858","3.5","morn",2
"1859","3.5","mule",2
"1860","3.5","mushroom",2
"1861","3.5","nutella",2
"1862","3.5","omelet",2
"1863","3.5","onion",2
"1864","3.5","oprah",2
"1865","3.5","parm",2
"1866","3.5","pass",2
"1867","3.5","pastor",2
"1868","3.5","patrick",2
"1869","3.5","patron",2
"1870","3.5","peel",2
"1871","3.5","person",2
"1872","3.5","pictur",2
"1873","3.5","pinehoppl",2
"1874","3.5","pinot",2
"1875","3.5","pm",2
"1876","3.5","poke",2
"1877","3.5","popper",2
"1878","3.5","possibl",2
"1879","3.5","post",2
"1880","3.5","premium",2
"1881","3.5","profession",2
"1882","3.5","pud",2
"1883","3.5","ranchero",2
"1884","3.5","ravioli",2
"1885","3.5","read",2
"1886","3.5","readi",2
"1887","3.5","real",2
"1888","3.5","sad",2
"1889","3.5","saigon",2
"1890","3.5","salt",2
"1891","3.5","servis",2
"1892","3.5","slice",2
"1893","3.5","solid",2
"1894","3.5","space",2
"1895","3.5","station",2
"1896","3.5","stellar",2
"1897","3.5","strawberri",2
"1898","3.5","stuff",2
"1899","3.5","suck",2
"1900","3.5","sun",2
"1901","3.5","support",2
"1902","3.5","szechuan",2
"1903","3.5","tad",2
"1904","3.5","tai",2
"1905","3.5","tamarindo",2
"1906","3.5","tartar",2
"1907","3.5","tasteless",2
"1908","3.5","tax",2
"1909","3.5","tender",2
"1910","3.5","theme",2
"1911","3.5","thin",2
"1912","3.5","thumb",2
"1913","3.5","tiger",2
"1914","3.5","tonight",2
"1915","3.5","tour",2
"1916","3.5","tre",2
"1917","3.5","treat",2
"1918","3.5","tuna",2
"1919","3.5","tune",2
"1920","3.5","turkey",2
"1921","3.5","turtl",2
"1922","3.5","tvs",2
"1923","3.5","uh",2
"1924","3.5","vari",2
"1925","3.5","veg",2
"1926","3.5","veggi",2
"1927","3.5","venu",2
"1928","3.5","waffl",2
"1929","3.5","wednesday",2
"1930","3.5","weekend",2
"1931","3.5","wineri",2
"1932","3.5","wing",2
"1933","3.5","word",2
"1934","3.5","worker",2
"1935","3.5","yanke",2
"1936","3.5","yay",2
"1937","4","0",2
"1938","4","1.50",2
"1939","4","13",2
"1940","4","2.50",2
"1941","4","2015",2
"1942","4","21",2
"1943","4","2nd",2
"1944","4","3.50",2
"1945","4","30pm",2
"1946","4","33",2
"1947","4","35",2
"1948","4","3lb",2
"1949","4","40",2
"1950","4","45min",2
"1951","4","5pm",2
"1952","4","accommod",2
"1953","4","action",2
"1954","4","addict",2
"1955","4","aioli",2
"1956","4","al",2
"1957","4","alaskan",2
"1958","4","alcohol",2
"1959","4","altern",2
"1960","4","andersen",2
"1961","4","ann",2
"1962","4","anniversari",2
"1963","4","annual",2
"1964","4","appreci",2
"1965","4","april",2
"1966","4","ass",2
"1967","4","assum",2
"1968","4","aw",2
"1969","4","awar",2
"1970","4","bagel",2
"1971","4","bakeri",2
"1972","4","ball",2
"1973","4","banh",2
"1974","4","bare",2
"1975","4","basil",2
"1976","4","bc",2
"1977","4","bday",2
"1978","4","beachi",2
"1979","4","bee",2
"1980","4","beet",2
"1981","4","begin",2
"1982","4","behavior",2
"1983","4","bigger",2
"1984","4","bin",2
"1985","4","birria",2
"1986","4","blanket",2
"1987","4","blew",2
"1988","4","blond",2
"1989","4","blueberri",2
"1990","4","bogo",2
"1991","4","bonus",2
"1992","4","booz",2
"1993","4","boston",2
"1994","4","bottomless",2
"1995","4","bowi",2
"1996","4","boyfriend",2
"1997","4","brand",2
"1998","4","breath",2
"1999","4","breweri",2
"2000","4","brilliant",2
"2001","4","bros",2
"2002","4","brought",2
"2003","4","btw",2
"2004","4","bucket",2
"2005","4","buena",2
"2006","4","bun",2
"2007","4","burlesqu",2
"2008","4","burnt",2
"2009","4","burro",2
"2010","4","butt",2
"2011","4","butteri",2
"2012","4","butterscotch",2
"2013","4","ca'dario",2
"2014","4","camino",2
"2015","4","can",2
"2016","4","cap",2
"2017","4","cappuccino",2
"2018","4","cart",2
"2019","4","cava",2
"2020","4","cedar",2
"2021","4","center",2
"2022","4","central",2
"2023","4","cesar",2
"2024","4","chanc",2
"2025","4","charm",2
"2026","4","cheaper",2
"2027","4","cheesecak",2
"2028","4","chiffon",2
"2029","4","chilaquil",2
"2030","4","chilli",2
"2031","4","chorizo",2
"2032","4","chris",2
"2033","4","ciopinno",2
"2034","4","ciopino",2
"2035","4","citi",2
"2036","4","clientel",2
"2037","4","clip",2
"2038","4","cod",2
"2039","4","comfi",2
"2040","4","communal",2
"2041","4","comp",2
"2042","4","compani",2
"2043","4","compar",2
"2044","4","complain",2
"2045","4","confus",2
"2046","4","conveni",2
"2047","4","coolest",2
"2048","4","cous",2
"2049","4","covid",2
"2050","4","crack",2
"2051","4","cracker",2
"2052","4","cranberri",2
"2053","4","creeksid",2
"2054","4","crisp",2
"2055","4","crumbl",2
"2056","4","crust",2
"2057","4","da",2
"2058","4","dan",2
"2059","4","daniell",2
"2060","4","dank",2
"2061","4","dart",2
"2062","4","de",2
"2063","4","deck",2
"2064","4","def",2
"2065","4","depend",2
"2066","4","devin",2
"2067","4","dick",2
"2068","4","dig",2
"2069","4","dissapoint",2
"2070","4","district",2
"2071","4","dock",2
"2072","4","dri",2
"2073","4","drinker",2
"2074","4","drove",2
"2075","4","duchess",2
"2076","4","earlier",2
"2077","4","easi",2
"2078","4","effort",2
"2079","4","el",2
"2080","4","entir",2
"2081","4","entranc",2
"2082","4","esp",2
"2083","4","excess",2
"2084","4","excit",2
"2085","4","eye",2
"2086","4","face",2
"2087","4","fair",2
"2088","4","fall",2
"2089","4","fam",2
"2090","4","famous",2
"2091","4","farm",2
"2092","4","fed",2
"2093","4","fell",2
"2094","4","fi",2
"2095","4","find",2
"2096","4","fireplac",2
"2097","4","fireston",2
"2098","4","fog",2
"2099","4","frose",2
"2100","4","frosé",2
"2101","4","fruit",2
"2102","4","ftw",2
"2103","4","gal",2
"2104","4","germain",2
"2105","4","gift",2
"2106","4","gin",2
"2107","4","glorious",2
"2108","4","god",2
"2109","4","golf",2
"2110","4","gourmet",2
"2111","4","greet",2
"2112","4","habanero",2
"2113","4","haha",2
"2114","4","hair",2
"2115","4","hakan",2
"2116","4","halibut",2
"2117","4","hangout",2
"2118","4","happen",2
"2119","4","hawkey",2
"2120","4","hazi",2
"2121","4","help",2
"2122","4","hey",2
"2123","4","hipster",2
"2124","4","hire",2
"2125","4","homey",2
"2126","4","honest",2
"2127","4","hope",2
"2128","4","id",2
"2129","4","immedi",2
"2130","4","infus",2
"2131","4","insan",2
"2132","4","interior",2
"2133","4","intermezzo",2
"2134","4","intim",2
"2135","4","irish",2
"2136","4","itali",2
"2137","4","japanes",2
"2138","4","jasmin",2
"2139","4","jerk",2
"2140","4","jesus",2
"2141","4","join",2
"2142","4","kevin",2
"2143","4","kind",2
"2144","4","kris",2
"2145","4","kunin",2
"2146","4","kyle",2
"2147","4","lack",2
"2148","4","laid",2
"2149","4","lame",2
"2150","4","lamp",2
"2151","4","land",2
"2152","4","leg",2
"2153","4","leninad",2
"2154","4","level",2
"2155","4","librari",2
"2156","4","like",2
"2157","4","loooov",2
"2158","4","loung",2
"2159","4","low",2
"2160","4","lui",2
"2161","4","map",2
"2162","4","marcelo",2
"2163","4","margherita",2
"2164","4","marina",2
"2165","4","marketplac",2
"2166","4","marque",2
"2167","4","massiv",2
"2168","4","match",2
"2169","4","mediterranean",2
"2170","4","medium",2
"2171","4","mellow",2
"2172","4","memori",2
"2173","4","michael",2
"2174","4","mie",2
"2175","4","mile",2
"2176","4","mini",2
"2177","4","mint",2
"2178","4","miso",2
"2179","4","mmm",2
"2180","4","mmmmmm",2
"2181","4","mmmmmmmm",2
"2182","4","moist",2
"2183","4","mole",2
"2184","4","mom",2
"2185","4","moment",2
"2186","4","mommi",2
"2187","4","month",2
"2188","4","morn",2
"2189","4","moscow",2
"2190","4","motorcycl",2
"2191","4","mouth",2
"2192","4","nail",2
"2193","4","napoleon",2
"2194","4","nasti",2
"2195","4","nastier",2
"2196","4","neat",2
"2197","4","neighborhood",2
"2198","4","nicer",2
"2199","4","note",2
"2200","4","nugget",2
"2201","4","onlin",2
"2202","4","opportun",2
"2203","4","orgasm",2
"2204","4","ounc",2
"2205","4","outrag",2
"2206","4","overr",2
"2207","4","pabst",2
"2208","4","packag",2
"2209","4","paella",2
"2210","4","paellita",2
"2211","4","paid",2
"2212","4","pappardell",2
"2213","4","paratha",2
"2214","4","password",2
"2215","4","pear",2
"2216","4","phone",2
"2217","4","piec",2
"2218","4","pig",2
"2219","4","planet",2
"2220","4","platter",2
"2221","4","poison",2
"2222","4","popcorn",2
"2223","4","post",2
"2224","4","pot",2
"2225","4","pretenti",2
"2226","4","prici",2
"2227","4","primo",2
"2228","4","puppi",2
"2229","4","purchas",2
"2230","4","quail",2
"2231","4","quich",2
"2232","4","raspberri",2
"2233","4","raw",2
"2234","4","read",2
"2235","4","realiz",2
"2236","4","reward",2
"2237","4","rip",2
"2238","4","robbi",2
"2239","4","rockabilli",2
"2240","4","rudest",2
"2241","4","ruin",2
"2242","4","rumbl",2
"2243","4","rush",2
"2244","4","safe",2
"2245","4","salt",2
"2246","4","sarah",2
"2247","4","sauvignon",2
"2248","4","sbsc",2
"2249","4","scampi",2
"2250","4","score",2
"2251","4","screen",2
"2252","4","seabass",2
"2253","4","secret",2
"2254","4","sera",2
"2255","4","setup",2
"2256","4","sever",2
"2257","4","shack",2
"2258","4","shame",2
"2259","4","shape",2
"2260","4","shop",2
"2261","4","sick",2
"2262","4","sight",2
"2263","4","skirt",2
"2264","4","slam",2
"2265","4","slice",2
"2266","4","sling",2
"2267","4","slower",2
"2268","4","soda",2
"2269","4","soft",2
"2270","4","soggi",2
"2271","4","sommeli",2
"2272","4","song",2
"2273","4","soo",2
"2274","4","sooooo",2
"2275","4","sort",2
"2276","4","sour",2
"2277","4","spark",2
"2278","4","specialti",2
"2279","4","spent",2
"2280","4","split",2
"2281","4","squeez",2
"2282","4","stay",2
"2283","4","stingi",2
"2284","4","stout",2
"2285","4","streudel",2
"2286","4","substitut",2
"2287","4","subway",2
"2288","4","tad",2
"2289","4","tartar",2
"2290","4","thai",2
"2291","4","tight",2
"2292","4","til",2
"2293","4","till",2
"2294","4","tim",2
"2295","4","topa",2
"2296","4","tot",2
"2297","4","tough",2
"2298","4","trail",2
"2299","4","trendi",2
"2300","4","trivia",2
"2301","4","true",2
"2302","4","trust",2
"2303","4","tummi",2
"2304","4","turkey",2
"2305","4","ugh",2
"2306","4","uncomfort",2
"2307","4","updat",2
"2308","4","upscal",2
"2309","4","urban",2
"2310","4","valley",2
"2311","4","veget",2
"2312","4","victoria",2
"2313","4","viognier",2
"2314","4","virtual",2
"2315","4","visitor",2
"2316","4","waitlist",2
"2317","4","wanna",2
"2318","4","wash",2
"2319","4","weather",2
"2320","4","wesley",2
"2321","4","wi",2
"2322","4","wont",2
"2323","4","woohoo",2
"2324","4","worthi",2
"2325","4","worthwhil",2
"2326","4","york",2
"2327","4","yumm",2
"2328","4","zinfandel",2
"2329","4.5","00",2
"2330","4.5","00pm",2
"2331","4.5","16",2
"2332","4.5","2013",2
"2333","4.5","2019",2
"2334","4.5","2021",2
"2335","4.5","22oz",2
"2336","4.5","25",2
"2337","4.5","30pm",2
"2338","4.5","55",2
"2339","4.5","75",2
"2340","4.5","accommod",2
"2341","4.5","adult",2
"2342","4.5","advantag",2
"2343","4.5","afford",2
"2344","4.5","aguachi",2
"2345","4.5","ahead",2
"2346","4.5","ahi",2
"2347","4.5","alex",2
"2348","4.5","almondin",2
"2349","4.5","anchovi",2
"2350","4.5","anniversari",2
"2351","4.5","april",2
"2352","4.5","aroma",2
"2353","4.5","arriv",2
"2354","4.5","authent",2
"2355","4.5","averag",2
"2356","4.5","basil",2
"2357","4.5","batter",2
"2358","4.5","beachi",2
"2359","4.5","beet",2
"2360","4.5","benedict",2
"2361","4.5","benni",2
"2362","4.5","bewar",2
"2363","4.5","bill",2
"2364","4.5","black",2
"2365","4.5","blanc",2
"2366","4.5","bloodi",2
"2367","4.5","board",2
"2368","4.5","bomb.com",2
"2369","4.5","boozi",2
"2370","4.5","bordeaux",2
